Title,Authors,DOI,Date,Paper URL,Abstract,Summary
Detecting significantly recurrent genomic connections from simple and complex rearrangements in the cancer genome,,https://doi.org/10.1101/2023.10.13.561748,,https://www.biorxiv.org/content/10.1101/2023.10.13.561748v1,Failed to fetch abstract.,Failed to fetch abstract.
Proteasome inhibition reprograms chromatin landscape in breast cancer,,https://doi.org/10.1101/2023.10.13.562284,,https://www.biorxiv.org/content/10.1101/2023.10.13.562284v1,"ABSTRACTThe 26S proteasome is the major protein degradation machinery in cells. Cancer cells use the proteasome to modulate gene expression networks that promote tumor growth. Proteasome inhibitors have emerged as effective cancer therapeutics, but how they work mechanistically remains unclear. Here, using integrative genomic analysis, we discovered unexpected reprogramming of the chromatin landscape and RNAPII transcription initiation in breast cancer cells treated with the proteasome inhibitor MG132. The cells acquired dynamic changes in chromatin accessibility at specific genomic loci termed Differentially Open Chromatin Regions (DOCRs). DOCRs with decreased accessibility were promoter proximal and exhibited unique chromatin architecture associated with divergent RNAPII transcription. Conversely, DOCRs with increased accessibility were primarily distal to transcription start sites and enriched in oncogenic super enhancers predominantly accessible in non-basal breast tumor subtypes. These findings describe the mechanisms by which the proteasome modulates the expression of gene networks intrinsic to breast cancer biology.HighlightsProteasome inhibition uncovers de novo Differential Open Chromatin Regions (DOCRs) in breast cancer cells.Proteasome inhibitor sensitive promoters exhibit a distinctive chromatin architecture with discrete transcription initiation patterns.Proteasome inhibition reprograms accessibility of super enhancers.Proteasome inhibitor sensitive super enhancers distinguish basal from non-basal breast cancer subtypes.",cancer cells use proteasome to modulate gene expression networks that promote tumor growth. proteasome inhibitors have emerged as effective cancer therapeutics. but how they work mechanistically remains unclear.
Active regulatory elements recruit cohesin to establish cell-specific chromatin domains,,https://doi.org/10.1101/2023.10.13.562171,,https://www.biorxiv.org/content/10.1101/2023.10.13.562171v1,"AbstractAs the structure of the genome is analysed at ever increasing resolution it is becoming clear that there is considerable variation in the 3D chromatin architecture across different cell types. It has been proposed that this may, in part, be due to increased recruitment of cohesin to activated cis-elements (enhancers and promoters) leading to cell-type specific loop extrusion underlying the formation of new subTADs. Here we show that cohesin correlates well with the presence of active enhancers and this varies in an allele-specific manner with the presence or absence of polymorphic enhancers which vary from one individual to another. Using the alpha globin cluster as a model, we show that when all enhancers are removed, peaks of cohesin disappear from these regions and the erythroid specific subTAD is no longer formed. Re-insertion of the major alpha globin enhancer (R2) is associated with the appearance of a new peak of cohesin at the site of insertion. In complementary experiments insertion of R2 into a “neutral” region of the genome recruits cohesin, induces transcription and creates a new large (75kb) erythroid specific domain. Together these findings support the proposal that active enhancers recruit cohesin, stimulate loop extrusion and promote the formation of cell specific subTADs.",the structure of the genome is analysed at ever increasing resolution. it is becoming clear that there is considerable variation in the 3D chromatin architecture across different cell types. this may be due to increased recruitment of cohesin to activated cis-elements leading to cell-type specific loop extrusion underlying the formation of new subTADs.
Deep convolutional and conditional neural networks for large-scale genomic data generation,,https://doi.org/10.1101/2023.03.07.530442,,https://www.biorxiv.org/content/10.1101/2023.03.07.530442v3,"AbstractApplications of generative models for genomic data have gained significant momentum in the past few years, with scopes ranging from data characterization to generation of genomic segments and functional sequences. In our previous study, we demonstrated that generative adversarial networks (GANs) and restricted Boltzmann machines (RBMs) can be used to create novel high-quality artificial genomes (AGs) which can preserve the complex characteristics of real genomes such as population structure, linkage disequilibrium and selection signals. However, a major drawback of these models is scalability, since the large feature space of genome-wide data increases computational complexity vastly. To address this issue, we implemented a novel convolutional Wasserstein GAN (WGAN) model along with a novel conditional RBM (CRBM) framework for generating AGs with high SNP number. These networks implicitly learn the varying landscape of haplotypic structure in order to capture complex correlation patterns along the genome and generate a wide diversity of plausible haplotypes. We performed comparative analyses to assess both the quality of these generated haplotypes and the amount of possible privacy leakage from the training data.As the importance of genetic privacy becomes more prevalent, the need for effective privacy protection measures for genomic data increases. We used generative neural networks to create large artificial genome segments which possess many characteristics of real genomes without substantial privacy leakage from the training dataset. In the near future with further improvements in haplotype quality and privacy preservation, large-scale artificial genome databases can be assembled to provide easily accessible surrogates of real databases, allowing researchers to conduct studies with diverse genomic data within a safe ethical framework in terms of donor privacy.Author summary Generative modelling has recently become a prominent research field in genomics, with applications ranging from functional sequence design to characterization of population structure. We previously used generative neural networks to create artificial genome segments which possess many characteristics of real genomes but these segments were short in size due to computational requirements. In this work, we present novel generative models for generating artificial genomes with larger sequence size. We test the generated artificial genomes with multiple summary statistics to assess the haplotype quality, overfitting and privacy leakage from the training dataset. Our findings suggest that although there is still room for improvement both in terms of genome quality and privacy preservation, convolutional architectures and conditional generation can be utilised for generating good quality, large-scale genomic data. In the near future with additional improvements, large-scale artificial genomes can be used for assembling surrogate biobanks as alternatives to real biobanks with access restrictions, increasing data accessibility to researchers around the globe.","generative adversarial networks (GANs) and restricted Boltzmann machines (RBMs) can be used to create novel high-quality artificial genomes (AGs) which can preserve the complex characteristics of real genomes such as population structure, linkage disequilibrium and selection signals. but major drawback of these models is scalability, since the large feature space of genome-wide data increases computational complexity vastly."
The Distal-Proximal Relationships Among the Human Moonlighting Proteins: Evolutionary hotspots and Darwinian checkpoints,,https://doi.org/10.1101/2023.10.12.562146,,https://www.biorxiv.org/content/10.1101/2023.10.12.562146v1,"AbstractMoonlighting proteins, known for their ability to perform multiple, often unrelated functions within a single polypeptide chain, challenge the traditional “one gene, one protein, one function” paradigm. As organisms evolved, their genomes remained relatively stable in size, but the introduction of post-translational modifications and sub-strategies like protein promiscuity and intrinsic disorder enabled multifunctionality. Enzymes, in particular, exemplify this phenomenon, engaging in unrelated processes alongside their primary catalytic roles. This study employs a systematic, quantitative informatics approach to shed light on human moonlighting protein sequences. Phylogenetic analyses of human moonlighting proteins are presented, elucidating the distal-proximal relationships among these proteins based on sequence-derived quantitative features. The findings unveil the captivating world of human moonlighting proteins, urging further investigations in the emerging field of moonlighting proteomics, with the potential for significant contributions to our understanding of multifunctional proteins and their roles in diverse cellular processes and diseases.","abstractMoonlighting proteins challenge the traditional “one gene, one protein, one function” paradigm. as organisms evolved, their genomes remained relatively stable in size. but the introduction of post-translational modifications and sub-strategies like protein promiscuity enabled multifunctionality."
Global impact of aberrant splicing on human gene expression levels,,https://doi.org/10.1101/2023.09.13.557588,,https://www.biorxiv.org/content/10.1101/2023.09.13.557588v2,"AbstractAlternative splicing (AS) is pervasive in human genes, yet the specific function of most AS events remains unknown. It is widely assumed that the primary function of AS is to diversify the proteome, however AS can also influence gene expression levels by producing transcripts rapidly degraded by nonsense-mediated decay (NMD). Currently, there are no precise estimates for how often the coupling of AS and NMD (AS-NMD) impacts gene expression levels because rapidly degraded NMD transcripts are challenging to capture. To better understand the impact of AS on gene expression levels, we analyzed population-scale genomic data in lymphoblastoid cell lines across eight molecular assays that capture gene regulation before, during, and after transcription and cytoplasmic decay. Sequencing nascent mRNA transcripts revealed frequent aberrant splicing of human introns, which results in remarkably high levels of mRNA transcripts subject to NMD. We estimate that ∼15% of all protein-coding transcripts are degraded by NMD, and this estimate increases to nearly half of all transcripts for lowly-expressed genes with many introns. Leveraging genetic variation across cell lines, we find that GWAS trait-associated loci explained by AS are similarly likely to associate with NMD-induced expression level differences as with differences in protein isoform usage. Additionally, we used the splice-switching drug risdiplam to perturb AS at hundreds of genes, finding that ∼3/4 of the splicing perturbations induce NMD. Thus, we conclude that AS-NMD substantially impacts the expression levels of most human genes. Our work further suggests that much of the molecular impact of AS is mediated by changes in protein expression levels rather than diversification of the proteome.","AbstractAlternative splicing (AS) is pervasive in human genes. the primary function of AS is to diversify the proteome. however, AS can also influence gene expression levels by producing rapidly degraded NMD transcripts."
Inflammatory stress-mediated chromatin changes underlie dysfunction in endothelial cells,,https://doi.org/10.1101/2023.10.11.561959,,https://www.biorxiv.org/content/10.1101/2023.10.11.561959v1,"ABSTRACTInflammatory stresses underlie endothelial dysfunction and contribute to the development of chronic cardiovascular disorders such as atherosclerosis and vascular fibrosis. The initial transcriptional response of endothelial cells to pro-inflammatory cytokines such as TNF-alpha is well established. However, very few studies uncover the effects of inflammatory stresses on chromatin architecture. We used integrative analysis of ATAC-seq and RNA-seq data to investigate chromatin alterations in human endothelial cells in response to TNF-alpha and febrile-range heat stress exposure. Multi-omics data analysis suggests a correlation between the transcription of stress-related genes and endothelial dysfunction drivers with chromatin regions exhibiting differential accessibility. Moreover, microscopy identified the dynamics in the nuclear organization, specifically, the changes in a subset of heterochromatic nucleoli-associated chromatin domains, the centromeres. Upon inflammatory stress exposure, the centromeres decreased association with nucleoli in a p38-dependent manner and increased the number of transcripts from pericentromeric regions. Overall, we provide two lines of evidence that suggest chromatin alterations in vascular endothelial cells during inflammatory stresses.",ABSTRACTInflammatory stresses underlie endothelial dysfunction. chromatin alterations in vascular endothelial cells during inflammatory stresses.
Delineating yeast cleavage and polyadenylation signals using deep learning,,https://doi.org/10.1101/2023.10.10.561764,,https://www.biorxiv.org/content/10.1101/2023.10.10.561764v1,"ABSTRACT3’-end cleavage and polyadenylation is an essential process for eukaryotic mRNA maturation. In yeast species, the polyadenylation signals that recruit the processing machinery are degenerate and remain poorly characterized compared to well-defined regulatory elements in mammals. Especially, recent deep sequencing experiments showed extensive cleavage heterogeneity for some mRNAs in Saccharomyces cerevisiae and uncovered the polyA motif differences between S. cerevisiae vs. Schizosaccharomyces pombe. The findings raised the fundamental question of how polyadenylation signals are formed in yeast. Here we addressed this question by developing deep learning models to deconvolute degenerate cis-regulatory elements and quantify their positional importance in mediating yeast polyA site formation, cleavage heterogeneity, and strength. In S. cerevisiae, cleavage heterogeneity is promoted by the depletion of U-rich elements around polyA sites as well as multiple occurrences of upstream UA-rich elements. Sites with high cleavage heterogeneity show overall lower strength. The site strength and tandem site distances modulate alternative polyadenylation (APA) under the diauxic stress. Finally, we developed a deep learning model to reveal the distinct motif configuration of S. pombe polyA sites which show more precise cleavage than S. cerevisiae. Altogether, our deep learning models provide unprecedented insights into polyA site formation across yeast species.","cleavage and polyadenylation is an essential process for eukaryotic mRNA maturation. in yeast species, the polyadenylation signals that recruit the processing machinery are degenerate and remain poorly characterized compared to well-defined regulatory elements in mammals. recent deep sequencing experiments showed extensive cleavage heterogeneity for some mRNAs in Saccharomyces cerevisiae."
IDENTIFICATION OF CANDIDATE GENES AND PATHWAYS LINKED TO THE TEMPERAMENT TRAIT IN SHEEP,,https://doi.org/10.1101/2023.10.12.562033,,https://www.biorxiv.org/content/10.1101/2023.10.12.562033v1,"AbstractTemperament can be defined as the emotional variability among animals of the same species in response to the same stimulus, thus being able to group animals by reactivity as nervous, intermediate or calm. The main objective for this study was to identify genomic regions with the temperament phenotype measured by the Isolation Box Test (IBT) by single-step genome wide association studies (ssGWAS). The database used consisted of 4,317 animals with temperament records, and 1,697 genotyped animals with 38,268 effective SNP after quality control. We identified three genomic regions that explained the greatest percentage of the genetic variance, resulting in 25 SNP associated with candidate genes on chromosomes 6, 10 and 21. A total of nine candidate genes are reported for the temperament trait, which are: PYGM, SYVN1, CAPN1, FADS1, SYT7, GRID2, GPRIN3, EEF1A1 and FRY, linked to energetic activity of the organism, synaptic transmission, meat tenderness and calcium associated activities. This is the first study to identify these genetic variants associated with temperament in sheep, leading the opportinuty to potential applications of these molecular markers in future behavioral research.",a total of nine candidate genes are reported for the temperament trait. this is the first study to identify these genetic variants associated with temperament in sheep. this is leading the opportinuty to potential applications of these molecular markers.
Gene expression changes in Drosophila melanogaster females associated with the rescue of the bag of marbles (bam) hypomorph fertility defect by Wolbachia pipientis,,https://doi.org/10.1101/2023.09.22.558898,,https://www.biorxiv.org/content/10.1101/2023.09.22.558898v2,"AbstractWolbachia pipientis are maternally transmitted endosymbiotic bacteria commonly found in arthropods and nematodes. These bacteria manipulate reproduction of the host to increase their transmission using mechanisms, such as cytoplasmic incompatibility, that favor infected female offspring. Interestingly, W. pipientis infection partially rescues female fertility in flies containing hypomorph mutations of bag of marbles (bam) in D. melanogaster, which functions in germline stem cell (GSC) maintenance and differentiation. Here we evaluated the effect of W. pipientis variant infection on host gene expression using RNA-seq. RNA-seq analysis using the W. pipientis infected relative to uninfected bam hypomorph genotype had differential expression for many of bam’s genetic and physical interactors. The highest magnitude of differential expression of bam’s interactors and other GSC genes involved in cystoblast differentiation occurred prior to peak fertility rescue. Our analysis showed that ubiquitination and histone lysine methylation could be important mechanisms involved in the bam hypomorph fertility rescue by W. pipientis.","W. pipientis are maternally transmitted endosymbiotic bacteria commonly found in arthropods and nematodes. these bacteria manipulate reproduction of the host to increase their transmission using mechanisms, such as cytoplasmic incompatibility, that favor female offspring."
Assembly and annotation of two high-quality columbid reference genomes from sequencing of a Columba livia x Columba guinea F1 hybrid,,https://doi.org/10.1101/2023.10.11.561892,,https://www.biorxiv.org/content/10.1101/2023.10.11.561892v1,"ABSTRACTPigeons and doves (family Columbidae) are one of the most diverse extant avian lineages, and many species have served as key models for evolutionary genomics, developmental biology, physiology, and behavioral studies. Building genomic resources for colubids is essential to further many of these studies. Here, we present high-quality genome assemblies and annotations for two columbid species, Columba livia and C. guinea. We simultaneously assembled C. livia and C. guinea genomes from long-read sequencing of a single F1 hybrid individual. The new C. livia genome assembly (Cliv_3) shows improved completeness and contiguity relative to Cliv_2.1, with an annotation incorporating long-read IsoSeq data for more accurate gene models. Intensive selective breeding of C. livia has given rise to hundreds of breeds with diverse morphological and behavioral characteristics, and Cliv_3 offers improved tools for mapping the genomic architecture of interesting traits. The C. guinea genome assembly is the first for this species and is a new resource for avian comparative genomics. Together, these assemblies and annotations provide improved resources for functional studies of columbids and avian comparative genomics in general.ARTICLE SUMMARY Pigeons and doves are important models for evolutionary genomics, developmental biology, physiology, and behavioral studies. Here, we present high-quality reference genome assemblies and annotations for two pigeon species, the domestic rock pigeon (Columba livia) and the African speckled pigeon (C. guinea). These assemblies and annotations provide improved resources for both comparative genomics and functional studies.","ABSTRACTPigeons and doves (family Columbidae) are one of the most diverse extant avian lineages. many species have served as key models for evolutionary genomics, developmental biology, physiology, and behavioral studies. building genomic resources for colubids is essential to further these studies."
"An assembly of genomic dataset sequences of the sugar beet root maggot Tetanops myopaeformis, TpSBRM_v1.0",,https://doi.org/10.1101/2023.10.11.561894,,https://www.biorxiv.org/content/10.1101/2023.10.11.561894v1,"ABSTRACTThe sugar beet root maggot (SBRM), Tetanops myopaeformis (von Röder), is a devastating pathogen of sugar beet (SB), Beta vulgaris, ssp vulgaris (B. vulgaris), an important food crop, while also being one of only two plants globally from which sugar is widely produced, and accounting for 35% of global raw sugar with an annual farm value of $3 billion in the United States alone. SBRM is the most devastating pathogen of sugar beet in North America. The limited natural resistance of B. vulgaris necessitates an understanding of the SBRM genome to facilitate generating knowledge of its basic biology, including the interaction between the pathogen and its host(s). Presented is the de novo assembled draft genome sequence of T. myopaeformis isolated from field-grown B. vulgaris in North Dakota, USA. The SBRM genome sequence will also be valuable for molecular genetic marker development to facilitate host resistance gene identification and knowledge, including SB polygalacturonase inhibiting protein (PGIP), and development of new control strategies for this pathogen.SPECIFICATIONS Organism/cell line/tissue: Tetanops myopaeformisSequencer or array type: PacBio Revio flow cellData format: Raw and processedExperimental factors: DNA extracted from a wild-type strain, no treatmentExperimental features: Genome sequencingConsent n/aSample source location: Sugar beet field at Fargo, North Dakota, USADIRECT LINK TO DEPOSITED DATA BioSample accession: SAMN37733483Temporary Submission ID: SUB13882507BioProject ID: PRJNA1026092Release date: 2024-09-09, or with the release of linked data, whichever is first","the sugar beet root maggot (SBRM), Tetanops myopaeformis (von Röder), is a devastating pathogen of sugar beet (SB), beta vulgaris, ssp vulgaris (B. vulgaris), an important food crop. the SBRM genome sequence will also be valuable for molecular genetic marker development to facilitate host resistance gene identification and knowledge."
The landscape of SETBP1 gene expression and transcription factor activity across human tissues,,https://doi.org/10.1101/2023.08.08.551337,,https://www.biorxiv.org/content/10.1101/2023.08.08.551337v2,"AbstractBackground The SET binding protein 1 (SETBP1) gene encodes a transcription factor (TF) involved in various cellular processes. Distinct SETBP1 variants have been linked to three different diseases. Germline variants cause the ultra-rare pediatric Schinzel Giedion Syndrome (SGS) and SETBP1 haploinsufficiency disorder (SETBP1-HD), characterized by severe multisystemic abnormalities with neurodegeneration or a less severe brain phenotype accompanied by hypotonia and strabismus, respectively. Somatic variants in SETBP1 are associated with hematological malignancies and cancer development in other tissues in adults.Results To better understand the tissue-specific mechanisms involving SETBP1, we analyzed publicly available RNA-sequencing data from the Genotype-Tissue Expression (GTEx) project. We found SETBP1, and its known target genes were widely expressed across 31 adult human tissues. K-means clustering identified three distinct expression patterns of SETBP1 targets across tissues. Functional enrichment analysis (FEA) of each cluster revealed gene sets related to transcription regulation, DNA binding, and mitochondrial function. TF activity analysis of SETBP1 and its target TFs revealed tissue-specific TF activity, underscoring the role of tissue context-driven regulation and suggesting its impact in SETBP1-associated disease. In addition to uncovering tissue-specific molecular signatures of SETBP1 expression and TF activity, we provide a Shiny web application to facilitate exploring TF activity across human tissues for 758 TFs.Conclusions This study provides insight into the landscape of SETBP1 expression and TF activity across 31 non-diseased human tissues and reveals tissue-specific expression and activity of SETBP1 and its targets. In conjunction with the web application we constructed, our framework enables researchers to generate hypotheses related to the role tissue backgrounds play with respect to gene expression and TF activity in different disease contexts.",SETBP1 gene encodes a transcription factor (TF) involved in various cellular processes. variants cause the ultra-rare pediatric Schinzel Giedion syndrome (SGS) and SETBP1 haploinsufficiency disorder (SETBP1-HD)
"Age, sex, and cell type-resolved hypothalamic gene expression across the pubertal transition in mice",,https://doi.org/10.1101/2023.10.12.562121,,https://www.biorxiv.org/content/10.1101/2023.10.12.562121v1,"AbstractAlthough the hypothalamus plays a critical role in the regulation of puberty, more research is needed to identify the gene regulatory networks that control pubertal timing. Here, we investigate the age-, sex- and cell-type-specific gene regulation in the hypothalamus across the pubertal transition. We used RNA-seq to profile hypothalamic gene expression in male and female mice at five time points spanning the onset of puberty (postnatal days (PD) 12, 22, 27, 32, and 37). By combining this data with hypothalamic scRNA-seq data of pre- and post-pubertal mice, we were able to assign gene expression changes to their cell types of origin. In our colony, pubertal onset occurs earlier in male mice allowing us to focus on genes whose expression is dynamic across ages and offset between sexes and to explore bases of sex effects. Our age-by- sex pattern of expression enriched for biological pathways involved hormone production, neuronal activation, and glial maturation. Additionally, we found a dramatic expansion of oligodendrocytes precursor cells into mature oligodendrocytes spanning the pre-pubertal (PD12) to peri-pubertal (PD27) timepoints, and that genes driving this expansion enrich for genes involved in pubertal regulation. Together, by incorporating multiple biological timepoints with male and female mice simultaneously, our work furthers the understanding of gene and cell-type changes that accompany the development of secondary sex characteristics in both sexes.",hypothalamus plays a critical role in the regulation of puberty. we used RNA-seq to profile hypothalamic gene expression in male and female mice at five time points spanning the onset of puberty (postnatal days) pubertal onset occurs earlier in male mice allowing us to focus on genes whose expression is dynamic across ages.
Exploring the genetic architecture of ecophysiological traits in microbial ecology using statistical analysis of the properties of protein sequences: application to the glycogen accumulating organism (GAO) phenotype,,https://doi.org/10.1101/2023.10.11.561824,,https://www.biorxiv.org/content/10.1101/2023.10.11.561824v1,Failed to fetch abstract.,Failed to fetch abstract.
p53 rapidly restructures 3D chromatin organization to trigger a transcriptional response,,https://doi.org/10.1101/2023.10.10.561663,,https://www.biorxiv.org/content/10.1101/2023.10.10.561663v2,"AbstractActivation of the p53 tumor suppressor triggers a transcriptional program to control cellular response to stress. However, the molecular mechanisms by which p53 controls gene transcription are not completely understood. Here, using a multi-omics integration framework, we uncover the critical role of spatio-temporal genome architecture in this process. We demonstrate that p53 drives direct and indirect changes in genome compartments, topologically associating domains and DNA loops within minutes of its activation, which escort the p53 transcriptional program along time. Focused on p53-bound enhancers, we report a core transcriptional program of 340 genes directly regulated by p53 over distance, most of these not previously identified. Finally, we showcase that p53 controls transcription of distal genes through newly formed and pre-existing enhancer-promoter loops in a cohesin dependent manner. Taken together, our findings demonstrate a previously unappreciated architectural role of p53 as regulator at distinct topological layers and provide a reliable set of new p53 direct target genes that may help future designs of p53-based cancer therapies.",p53 suppressor triggers a transcriptional program to control stress. but molecular mechanisms by which p53 controls gene transcription are not understood. p53 drives direct and indirect changes in genome compartments.
The International Weed Genomics Consortium: Community Resources for Weed Genomics Research,,https://doi.org/10.1101/2023.07.19.549613,,https://www.biorxiv.org/content/10.1101/2023.07.19.549613v3,"AbstractThe International Weed Genomics Consortium is a collaborative group of researchers focused on developing genomic resources for the study of weedy plants. Weeds are attractive systems for basic and applied research due to their impacts on agricultural systems and capacity to swiftly adapt in response to anthropogenic selection pressures. Our goal is to use genomic information to develop sustainable and effective weed control methods and to provide insights about biotic and abiotic stress tolerance to assist crop breeding. Here, we outline resources under development by the consortium and highlight areas of research that will be impacted by these enabling resources.",the international weed Genomics Consortium is a collaborative group of researchers focused on developing genomic resources for the study of weedy plants. weeds are attractive systems for basic and applied research due to their impacts on agricultural systems.
Developmental and housekeeping transcriptional programs display distinct modes of enhancer-enhancer cooperativity in Drosophila,,https://doi.org/10.1101/2023.10.10.561770,,https://www.biorxiv.org/content/10.1101/2023.10.10.561770v1,"AbstractGenomic enhancers are key transcriptional regulators which, upon the binding of sequence-specific transcription factors, activate their cognate target promoters. Although enhancers have been extensively studied in isolation, a substantial number of genes have more than one simultaneously active enhancer, and it remains unclear how these cooperate to regulate transcription. Using Drosophila melanogaster S2 cells as a model, we assay the activities of more than a thousand individual enhancers and a million enhancer pairs towards housekeeping and developmental core promoters with STARR-seq. We report that housekeeping and developmental enhancers show distinct modes of enhancer-enhancer cooperativity: while housekeeping enhancers are additive such that their combined activity mirrors the sum of their individual activities, developmental enhancers are synergistic and follow a multiplicative model of cooperativity. This developmental enhancer synergy is promiscuous and neither depends on the enhancers’ endogenous genomic contexts nor on specific transcription factor motif signatures, but it saturates for the highest levels of enhancer activity. These results have important implications for our understanding of gene-regulation in complex multi-enhancer loci and genomically clustered housekeeping genes, providing a rationale for strong and mild transcriptional effects of mutations within enhancer regions.",STARR-seq assays activities of more than a thousand individual enhancers and a million enhancer pairs towards housekeeping and developmental core promoters.
Characterization of the Complete Chloroplast Genome Sequences and Phylogenetic Relationships of Four Oil-Seed Camellia spp. and related taxa,,https://doi.org/10.1101/2023.10.03.560681,,https://www.biorxiv.org/content/10.1101/2023.10.03.560681v1,"AbstractSome species in the Sect. Oleifera of the genus Camellia L. known as oil-seed camellia because of their high oil content and economic value. Additional studies aimed at clarifying the phylogenetic relationships and chloroplast genomes of Camellia species are needed to hybridization, as well as improve the breeding, selection and interspecific hybridization of Camellia species. The complete chloroplast genomes (cpDNA) of the four oil-seed camellia species C. semiserrata, C. meiocarpa, C. suaveolens, and C. osmantha were resequenced to clarify their interspecific relationships. These cpDNA had typical tetrad structures, and they were highly conserved in various structural features. The total lengths of the cpDNA ranged from 156,965 to 157,018 bp, and 134 genes were annotated, including 88 protein-coding genes, 37 transfer RNA genes, and 8 messenger RNA genes. The average GC content of these genomes was 37.3%. The codons with the highest and lowest codon usage bias were UUA (which codes for leucine) and AGC (which codes for serine), respectively. The number of simple sequences repeats of the four Camelia species ranged from 38 to 40. Mononucleotide repeats were the most common repeat type, followed by tetranucleotide, trinucleotide, and hexanucleotide repeats. Our phylogenetic analysis of cpDNA, coupled with the results of previous ploidy analyses and artificial interspecific hybridization, revealed that C. semiserrata was most closely related to C. azalea, C. suaveolens was most closely related to C. gauchowensis, C. osmantha was most closely related to C. vietnamensis, and C. meiocarpa was most closely related to C. oleifera. The phylogenetic relationships between oil-seed camellia species with high oil content and economic value were characterized. Our analysis of the cpDNA provided new insights that will aid the use of artificial distant hybridization in camellia breeding programs.","chloroplast genomes of the four oil-seed camellia species were resequenced to clarify their interspecific relationships. the total length of the cpDNA ranged from 156,965 to 157,018 bp, and 134 genes were annotated. the average GC content of these genomes was 37.3%."
Insights into Plant Interactions and the Biogeochemical Role of the Globally Widespread Acidobacteriota Phylum,,https://doi.org/10.1101/2023.10.09.561551,,https://www.biorxiv.org/content/10.1101/2023.10.09.561551v1,"AbstractThe prevalence and abundance of Acidobacteriota raise concerns about their ecological function and metabolic activity in the environment. Studies have reported the potential of some members of Acidobacteriota to interact with plants and play a significant role in biogeochemical cycles. However, their role in this context has not been extensively studied. Here, we performed a comprehensive genomic analysis of 758 metagenome-assembled genomes (MAGs) and 121 RefSeq genomes of Acidobacteriota. Our analysis revealed a high frequency of plant growth-promoting traits (PGPTs) genes in the Acidobacteriaceae, Bryobacteraceae, Koribacteraceae, and Pyrinomonadaceae families. These PGPTs include genes involved in nitrogen fixation, phosphorus solubilization, exopolysaccharide production, siderophore production, and plant growth hormone production. Expression of such genes was found to be transcriptionally active in different environments. In addition, we identified numerous carbohydrate-active enzymes and peptidases involved in plant polymer degradation. By applying an in-depth insight into the diversity of the phylum, we expanded previous role in carbon, nitrogen, sulfur, and trace metal cycling. This study underscores the distinct potential ecological roles of each of these taxonomic groups, providing valuable insights for future research.","study of 758 metagenome-assembled genomes and 121 RefSeq genomes of Acidobacteriota. PGPTs include genes involved in nitrogen fixation, phosphorus solubilization, exopolysaccharide production, siderophore production and plant growth hormone production."
