Title,Authors,DOI,Date,Paper_URL
The art of seeing the elephant in the room: 2D embeddings of single-cell data do make sense,N/A,https://doi.org/10.1101/2024.03.26.586728,N/A,https://www.biorxiv.org/content/10.1101/2024.03.26.586728v2
Multi-omics approaches define novel aphid effector candidates associated with virulence and avirulence phenotypes,N/A,https://doi.org/10.1101/2024.07.30.605808,N/A,https://www.biorxiv.org/content/10.1101/2024.07.30.605808v1
Blended Genome Exome (BGE) as a Cost Efficient Alternative to Deep Whole Genomes or Arrays,N/A,https://doi.org/10.1101/2024.04.03.587209,N/A,https://www.biorxiv.org/content/10.1101/2024.04.03.587209v3
Chromosome-scale genome assembly of acerola (Malpighia emarginata DC.),N/A,https://doi.org/10.1101/2024.07.30.605750,N/A,https://www.biorxiv.org/content/10.1101/2024.07.30.605750v1
Harnessing genome prediction in Brassica napus through a nested association mapping population,N/A,https://doi.org/10.1101/2024.07.29.604859,N/A,https://www.biorxiv.org/content/10.1101/2024.07.29.604859v1
Dissecting the Genetic Basis of Superior Traits in Thermosensitive Genic Male Sterile Line 1892S Through Genome-Wide Analysis,N/A,https://doi.org/10.1101/2024.07.29.605629,N/A,https://www.biorxiv.org/content/10.1101/2024.07.29.605629v1
Impact of preanalytical factors on liquid biopsy in the canine cancer model,N/A,https://doi.org/10.1101/2024.07.29.605605,N/A,https://www.biorxiv.org/content/10.1101/2024.07.29.605605v1
Machine Learning Uncovers the Transcriptional Regulatory Network for the Production Host Streptomyces albidoflavus,N/A,https://doi.org/10.1101/2024.01.09.574332,N/A,https://www.biorxiv.org/content/10.1101/2024.01.09.574332v3
Chromosome-level reference genome for the medically important Arabian horned viper (Cerastes gasperettii),N/A,https://doi.org/10.1101/2024.07.29.605543,N/A,https://www.biorxiv.org/content/10.1101/2024.07.29.605543v1
Determining mesoscale chromatin structure parameters from spatially correlated cleavage data using a coarse-grained oligonucleosome model,N/A,https://doi.org/10.1101/2024.07.28.605011,N/A,https://www.biorxiv.org/content/10.1101/2024.07.28.605011v1
Comparative Genomic Analysis of Campylobacter rectus and Closely Related Species,N/A,https://doi.org/10.1101/2024.07.26.605372,N/A,https://www.biorxiv.org/content/10.1101/2024.07.26.605372v1
Nucleotide dependency analysis of DNA language models reveals genomic functional elements,N/A,https://doi.org/10.1101/2024.07.27.605418,N/A,https://www.biorxiv.org/content/10.1101/2024.07.27.605418v1
The genetic basis of the black pupae phenotype in tephritid fruit flies,N/A,https://doi.org/10.1101/2024.06.07.597636,N/A,https://www.biorxiv.org/content/10.1101/2024.06.07.597636v2
Environmentally-mediated selection parallels population divergence across a chimpanzee subspecies contact zone,N/A,https://doi.org/10.1101/2024.07.26.605171,N/A,https://www.biorxiv.org/content/10.1101/2024.07.26.605171v1
Multiple variants of IncF plasmid alleles discovered within single bacterial cells challenge previous assumptions,N/A,https://doi.org/10.1101/2024.07.26.605309,N/A,https://www.biorxiv.org/content/10.1101/2024.07.26.605309v1
The zebrafish (Danio rerio) snoRNAome,N/A,https://doi.org/10.1101/2024.07.26.605292,N/A,https://www.biorxiv.org/content/10.1101/2024.07.26.605292v1
Optimized reporters for multiplexed detection of transcription factor activity,N/A,https://doi.org/10.1101/2024.07.26.605239,N/A,https://www.biorxiv.org/content/10.1101/2024.07.26.605239v1
Genomic Epidemiology of Monkeypox Virus During the 2022 Outbreak in New York City,N/A,https://doi.org/10.1101/2024.07.23.604793,N/A,https://www.biorxiv.org/content/10.1101/2024.07.23.604793v1
"Complete genome of the Medicago anthracnose fungus, Colletotrichum destructivum, reveals a mini-chromosome-like region within a core chromosome",N/A,https://doi.org/10.1101/2023.12.16.571984,N/A,https://www.biorxiv.org/content/10.1101/2023.12.16.571984v2
High quality genome assembly and annotation (v1) of the eukaryotic terrestrial microalga Coccomyxa viridis SAG 216-4,N/A,https://doi.org/10.1101/2023.07.11.548521,N/A,https://www.biorxiv.org/content/10.1101/2023.07.11.548521v3
Scalable assessment of genome editing off-targets associated with genetic variants,N/A,https://doi.org/10.1101/2024.07.24.605019,N/A,https://www.biorxiv.org/content/10.1101/2024.07.24.605019v1
Long-Range Enhancer Networks Gradually Emerge as Key Regulators During Human Cortical Neurogenesis,N/A,https://doi.org/10.1101/2024.07.24.605026,N/A,https://www.biorxiv.org/content/10.1101/2024.07.24.605026v1
Complete mitochondrial genomes of Eastern Massasauga (Sistrurus catenatus) and North American Racer (Coluber constrictor),N/A,https://doi.org/10.1101/2024.07.24.604992,N/A,https://www.biorxiv.org/content/10.1101/2024.07.24.604992v1
Drug-induced cis-regulatory elements in human hepatocytes affect molecular phenotypes associated with adverse reactions,N/A,https://doi.org/10.1101/2024.07.24.604883,N/A,https://www.biorxiv.org/content/10.1101/2024.07.24.604883v1
Resolving the three-dimensional interactome of Human Accelerated Regions during human and chimpanzee neurodevelopment,N/A,https://doi.org/10.1101/2024.06.25.600691,N/A,https://www.biorxiv.org/content/10.1101/2024.06.25.600691v2
Sequencing 1206 genomes reveals origin and movement of Aedes aegypti driving increased dengue risk,N/A,https://doi.org/10.1101/2024.07.23.604830,N/A,https://www.biorxiv.org/content/10.1101/2024.07.23.604830v1
DFAST_QC: Quality Assessment and Taxonomic Identification Tool for Prokaryotic Genomes,N/A,https://doi.org/10.1101/2024.07.22.604526,N/A,https://www.biorxiv.org/content/10.1101/2024.07.22.604526v1
"A Comprehensive Resource for Exploring Antiphage Defense: DefenseFinder Webservice, Wiki and Databases",N/A,https://doi.org/10.1101/2024.01.25.577194,N/A,https://www.biorxiv.org/content/10.1101/2024.01.25.577194v4
"Chromosome-level reference genome assembly for the protected resource plant, Zenia insignis",N/A,https://doi.org/10.1101/2024.06.01.596946,N/A,https://www.biorxiv.org/content/10.1101/2024.06.01.596946v2
A map of canine sequence variation relative to a Greenland wolf outgroup,N/A,https://doi.org/10.1101/2024.06.03.597150,N/A,https://www.biorxiv.org/content/10.1101/2024.06.03.597150v2
Parallel selection in domesticated Atlantic salmon from divergent founders including parallel selection on WGD-derived homeologous regions,N/A,https://doi.org/10.1101/2024.07.22.604627,N/A,https://www.biorxiv.org/content/10.1101/2024.07.22.604627v1
Long-distance gene flow and recombination shape the evolutionary history of a maize pathogen,N/A,https://doi.org/10.1101/2024.07.22.604531,N/A,https://www.biorxiv.org/content/10.1101/2024.07.22.604531v1
IGLoo: Profiling the Immunoglobulin Heavy chain locus in Lymphoblastoid Cell Lines with PacBio High-Fidelity Sequencing reads,N/A,https://doi.org/10.1101/2024.07.20.604421,N/A,https://www.biorxiv.org/content/10.1101/2024.07.20.604421v1
The role of methylation and structural variants in shaping the recombination landscape of barley,N/A,https://doi.org/10.1101/2024.07.22.604552,N/A,https://www.biorxiv.org/content/10.1101/2024.07.22.604552v1
Click-chemistry-aided quantitation and sequencing of oxidized guanines and apurinic sites uncovers their transcription-linked strand bias in human cells,N/A,https://doi.org/10.1101/2024.07.21.604463,N/A,https://www.biorxiv.org/content/10.1101/2024.07.21.604463v1
Telomere-to-telomere sheep genome assembly reveals new variants associated with wool fineness trait,N/A,https://doi.org/10.1101/2024.07.21.604451,N/A,https://www.biorxiv.org/content/10.1101/2024.07.21.604451v1
Variation in the fitness impact of translationally optimal codons among animals,N/A,https://doi.org/10.1101/2024.07.22.604600,N/A,https://www.biorxiv.org/content/10.1101/2024.07.22.604600v1
Genetic characterization of the complete genome of a strain of Chikungunya virus circulating in Brazil: a strategy for the surveillance and control of Arboviral diseases with epidemic potential in Latin America,N/A,https://doi.org/10.1101/2024.07.21.602720,N/A,https://www.biorxiv.org/content/10.1101/2024.07.21.602720v1
Functionally constrained human proteins are less prone to mutational instability caused by single amino acid substitutions,N/A,https://doi.org/10.1101/2024.07.14.603410,N/A,https://www.biorxiv.org/content/10.1101/2024.07.14.603410v2
Biology of healthy aging: Biological hallmarks of stress resistance-related and unrelated to longevity in humans,N/A,https://doi.org/10.1101/2024.07.19.604380,N/A,https://www.biorxiv.org/content/10.1101/2024.07.19.604380v1
Chromosomal genome assembly resolves drug resistance loci in the parasitic nematode Teladorsagia circumcincta,N/A,https://doi.org/10.1101/2024.07.22.603261,N/A,https://www.biorxiv.org/content/10.1101/2024.07.22.603261v1
Evaluation of false positive and false negative errors in targeted next generation sequencing,N/A,https://doi.org/10.1101/2024.07.22.603478,N/A,https://www.biorxiv.org/content/10.1101/2024.07.22.603478v1
A pan-cancer gamma delta T cell repertoire,N/A,https://doi.org/10.1101/2024.07.18.604205,N/A,https://www.biorxiv.org/content/10.1101/2024.07.18.604205v1
Advancing the Indian Cattle Pangenome: Characterizing Non-Reference Sequences in Bos indicus,N/A,https://doi.org/10.1101/2024.07.18.604025,N/A,https://www.biorxiv.org/content/10.1101/2024.07.18.604025v1
Single laboratory evaluation of the (Q20+) nanopore sequencing kit for bacterial outbreak investigations,N/A,https://doi.org/10.1101/2024.07.17.603985,N/A,https://www.biorxiv.org/content/10.1101/2024.07.17.603985v1
"ALS molecular subtypes are a combination of cellular, genetic, and pathological features learned by deep multiomics classifiers",N/A,https://doi.org/10.1101/2024.07.19.603731,N/A,https://www.biorxiv.org/content/10.1101/2024.07.19.603731v1
Epigenetics is all you need: A Transformer to decode chromatin structural compartments from the epigenome,N/A,https://doi.org/10.1101/2024.07.17.603864,N/A,https://www.biorxiv.org/content/10.1101/2024.07.17.603864v1
Pf-HaploAtlas: an interactive web app for spatiotemporal analysis of P. falciparum genes,N/A,https://doi.org/10.1101/2024.07.16.603783,N/A,https://www.biorxiv.org/content/10.1101/2024.07.16.603783v1
"The first complete mitochondrial genome of tjaku□a (Great Desert Skink, Liopholis kintorei)",N/A,https://doi.org/10.1101/2024.07.17.603866,N/A,https://www.biorxiv.org/content/10.1101/2024.07.17.603866v1
Cross-Tissue Comparison of Epigenetic Aging Clocks in Humans,N/A,https://doi.org/10.1101/2024.07.16.603774,N/A,https://www.biorxiv.org/content/10.1101/2024.07.16.603774v1
The complete mitogenome of an unidentified Oikopleura species,N/A,https://doi.org/10.1101/2024.07.04.602139,N/A,https://www.biorxiv.org/content/10.1101/2024.07.04.602139v2
"Identification of novel myelodysplastic syndromes prognostic subgroups by integration of inflammation, cell-type composition, and immune signatures in the bone marrow",N/A,https://doi.org/10.1101/2024.03.11.584361,N/A,https://www.biorxiv.org/content/10.1101/2024.03.11.584361v2
Clade-specific long-read sequencing increases the accuracy and specificity of the gyrB phylogenetic marker gene,N/A,https://doi.org/10.1101/2024.07.15.603574,N/A,https://www.biorxiv.org/content/10.1101/2024.07.15.603574v1
Placental-brain axis in females detected within broadly impacted metabolic gene networks protects against prenatal PCB exposure,N/A,https://doi.org/10.1101/2024.07.14.603326,N/A,https://www.biorxiv.org/content/10.1101/2024.07.14.603326v1
"eDNA metabarcoding shows highly diverse but distinct shallow, mid-water, and deep-water eukaryotic communities within a marine biodiversity hotspot",N/A,https://doi.org/10.1101/2024.07.14.603441,N/A,https://www.biorxiv.org/content/10.1101/2024.07.14.603441v1
Many erroneous noncoding transcripts in cancer cells can highly specifically regulate cancer-related genes and pathways,N/A,https://doi.org/10.1101/2024.07.13.603398,N/A,https://www.biorxiv.org/content/10.1101/2024.07.13.603398v1
Chromosome-level genome assembly and annotation of Corallium rubrum: a Mediterranean coral threatened by overharvesting and climate change,N/A,https://doi.org/10.1101/2024.07.13.603384,N/A,https://www.biorxiv.org/content/10.1101/2024.07.13.603384v1
Proxi-RIMS-seq2 applied to native microbiomes uncovers hundreds of known and novel m5C methyltransferase specificities,N/A,https://doi.org/10.1101/2024.07.15.603628,N/A,https://www.biorxiv.org/content/10.1101/2024.07.15.603628v1
Two liverworts from same habitats developed many similar but few distinct seasonal adaptive strategies: Insights from a transcriptomic approach,N/A,https://doi.org/10.1101/2024.07.12.603233,N/A,https://www.biorxiv.org/content/10.1101/2024.07.12.603233v1
Nanopore-based native RNA sequencing of human transcriptomes reveals the complexity of mRNA modifications and crosstalk between RNA regulatory features,N/A,https://doi.org/10.1101/2024.07.11.603105,N/A,https://www.biorxiv.org/content/10.1101/2024.07.11.603105v1
Highly quantitative measurement of differential protein-genome binding with PerCell chromatin sequencing,N/A,https://doi.org/10.1101/2024.07.12.603283,N/A,https://www.biorxiv.org/content/10.1101/2024.07.12.603283v1
Waves of transcription drive erythroid differentiation and launch the NRF2-activated antioxidant program,N/A,https://doi.org/10.1101/2024.07.12.603281,N/A,https://www.biorxiv.org/content/10.1101/2024.07.12.603281v1
"A wavelet-based approach generates quantitative, scale-free and hierarchical descriptions of 3D genome structures and new biological insights",N/A,https://doi.org/10.1101/2024.07.12.603291,N/A,https://www.biorxiv.org/content/10.1101/2024.07.12.603291v1
"Somy evolution in the honey bee infecting trypanosomatid parasite, Lotmaria passim",N/A,https://doi.org/10.1101/2024.07.12.603340,N/A,https://www.biorxiv.org/content/10.1101/2024.07.12.603340v1
Distinct structural and functional heterochromatin partitioning of lamin B1 and B2 revealed using genome-wide Nicking Enzyme Epitope targeted DNA sequencing,N/A,https://doi.org/10.1101/2024.07.11.603107,N/A,https://www.biorxiv.org/content/10.1101/2024.07.11.603107v1
Specialization into Host Sea Anemones Impacted Clownfish Demographic Responses to Pleistocene Sea Level Changes,N/A,https://doi.org/10.1101/2024.07.12.603135,N/A,https://www.biorxiv.org/content/10.1101/2024.07.12.603135v1
Re2Pair: Increasing the Scalability of RePair by Decreasing Memory Usage,N/A,https://doi.org/10.1101/2024.07.11.603142,N/A,https://www.biorxiv.org/content/10.1101/2024.07.11.603142v1
"Comparative evaluation of four exome enrichment solutions in 2024: Agilent, Roche, Vazyme and Nanodigmbio",N/A,https://doi.org/10.1101/2024.07.11.602872,N/A,https://www.biorxiv.org/content/10.1101/2024.07.11.602872v1
“Embryonic piRNAs target horizontally transferred vertebrate transposons in assassin bugs”,N/A,https://doi.org/10.1101/2024.01.22.576481,N/A,https://www.biorxiv.org/content/10.1101/2024.01.22.576481v2
Spaceflight causes strain dependent gene expression changes associated with lipid and extracellular matrix dysregulation in the mouse kidney in vivo,N/A,https://doi.org/10.1101/2024.03.13.584781,N/A,https://www.biorxiv.org/content/10.1101/2024.03.13.584781v3
How to choose the optimal RNA-Seq library characteristics for alternative splicing analysis,N/A,https://doi.org/10.1101/2024.07.11.603071,N/A,https://www.biorxiv.org/content/10.1101/2024.07.11.603071v1
Ribosomal DNA arrays are the most H-DNA rich element in the human genome,N/A,https://doi.org/10.1101/2024.07.12.602585,N/A,https://www.biorxiv.org/content/10.1101/2024.07.12.602585v1
A New Era in Missense Variant Analysis: Statistical Insights and the Introduction of VAMPP-Score for Pathogenicity Assessment,N/A,https://doi.org/10.1101/2024.07.11.602867,N/A,https://www.biorxiv.org/content/10.1101/2024.07.11.602867v1
An updated DNA barcoding tool for Aloe vera and related CITES-regulated species,N/A,https://doi.org/10.1101/2024.07.09.602761,N/A,https://www.biorxiv.org/content/10.1101/2024.07.09.602761v1
Genomic insights into red squirrels in Scotland reveals loss of heterozygosity associated with extreme founder effects,N/A,https://doi.org/10.1101/2024.07.10.602565,N/A,https://www.biorxiv.org/content/10.1101/2024.07.10.602565v1
"Genome report: Genome sequence of the tuliptree scale insect, Toumeyella liriodendri (Gmelin)",N/A,https://doi.org/10.1101/2024.07.09.602735,N/A,https://www.biorxiv.org/content/10.1101/2024.07.09.602735v1
Resolving the chromatin impact of mosaic variants with targeted Fiber-seq,N/A,https://doi.org/10.1101/2024.07.09.602608,N/A,https://www.biorxiv.org/content/10.1101/2024.07.09.602608v1
OpenTn5: Open-Source Resource for Robust and Scalable Tn5 Transposase Purification and Characterization,N/A,https://doi.org/10.1101/2024.07.11.602973,N/A,https://www.biorxiv.org/content/10.1101/2024.07.11.602973v1
A draft Arab pangenome reference,N/A,https://doi.org/10.1101/2024.07.09.602638,N/A,https://www.biorxiv.org/content/10.1101/2024.07.09.602638v1
Oxford Nanopore’s 2024 sequencing technology for Listeria monocytogenes outbreak detection and source attribution: progress and clone-specific challenges,N/A,https://doi.org/10.1101/2024.07.12.603236,N/A,https://www.biorxiv.org/content/10.1101/2024.07.12.603236v1
Resolving a neonatal intensive care unit outbreak of methicillin-resistant Staphylococcus aureus to the SNV level using Oxford Nanopore simplex reads and HERRO error correction,N/A,https://doi.org/10.1101/2024.07.11.603154,N/A,https://www.biorxiv.org/content/10.1101/2024.07.11.603154v1
Notch induces transcription by stimulating release of paused RNA Polymerase II,N/A,https://doi.org/10.1101/2024.06.13.598853,N/A,https://www.biorxiv.org/content/10.1101/2024.06.13.598853v2
Improved characterization of single-cell RNA-seq libraries with paired-end avidity sequencing,N/A,https://doi.org/10.1101/2024.07.10.602909,N/A,https://www.biorxiv.org/content/10.1101/2024.07.10.602909v1
Nitrogen metabolism in the picoalga Pelagomonas calceolata: disentangling cyanate lyase function under different nutrient conditions,N/A,https://doi.org/10.1101/2024.02.19.580968,N/A,https://www.biorxiv.org/content/10.1101/2024.02.19.580968v2
Increased inflammatory signature in myeloid cells of non-small cell lung cancer patients with high clonal hematopoiesis burden,N/A,https://doi.org/10.1101/2024.01.02.573827,N/A,https://www.biorxiv.org/content/10.1101/2024.01.02.573827v2
Quadrupia: Derivation of G-quadruplexes for organismal genomes across the tree of life,N/A,https://doi.org/10.1101/2024.07.09.602008,N/A,https://www.biorxiv.org/content/10.1101/2024.07.09.602008v1
Gut metagenomes of Asian octogenarians reveal metabolic potential expansion and distinct microbial species associated with aging phenotypes,N/A,https://doi.org/10.1101/2024.07.08.602612,N/A,https://www.biorxiv.org/content/10.1101/2024.07.08.602612v1
Vcam1+ Fibro-adipogenic Progenitors Mark Fatty Infiltration in Chronic Limb Threatening Ischemia,N/A,https://doi.org/10.1101/2024.07.08.602430,N/A,https://www.biorxiv.org/content/10.1101/2024.07.08.602430v1
Optically Mapped Black Genomes: Distinct Structures and 22q11.2 Deletion Syndrome Mechanisms,N/A,https://doi.org/10.1101/2024.07.08.602568,N/A,https://www.biorxiv.org/content/10.1101/2024.07.08.602568v1
Dynamic alterations in gene co-expression networks and gene-transcript associations characterize co-morbidities in cocaine use disorder,N/A,https://doi.org/10.1101/2024.07.10.602908,N/A,https://www.biorxiv.org/content/10.1101/2024.07.10.602908v1
Quantifying the massive pleiotropy of microRNA: a human microRNA-disease causal association database generated with ChatGPT,N/A,https://doi.org/10.1101/2024.07.08.602488,N/A,https://www.biorxiv.org/content/10.1101/2024.07.08.602488v1
Maternal obesity and offspring neurodevelopment are associated with hypoxic gene expression in term human placenta,N/A,https://doi.org/10.1101/2024.07.10.602900,N/A,https://www.biorxiv.org/content/10.1101/2024.07.10.602900v1
Comparative genomics reveals diversity and taxonomic relationships among Clostridioides difficile phages,N/A,https://doi.org/10.1101/2024.07.10.602917,N/A,https://www.biorxiv.org/content/10.1101/2024.07.10.602917v1
Modulating immune cell fate and inflammation through CRISPR-mediated DNA methylation editing,N/A,https://doi.org/10.1101/2024.07.10.599183,N/A,https://www.biorxiv.org/content/10.1101/2024.07.10.599183v1
Genome assembly of a diversity panel of Chenopodium quinoa,N/A,https://doi.org/10.1101/2024.07.07.602379,N/A,https://www.biorxiv.org/content/10.1101/2024.07.07.602379v1
SMCHD1 maintains heterochromatin and genome compartments in human myoblasts,N/A,https://doi.org/10.1101/2024.07.07.602392,N/A,https://www.biorxiv.org/content/10.1101/2024.07.07.602392v1
Pre-implantation genome-wide methylation enables environmental adaptation in a social meso-carnivore,N/A,https://doi.org/10.1101/2024.07.07.602321,N/A,https://www.biorxiv.org/content/10.1101/2024.07.07.602321v1
Large-scale genome analyses provide insights into Hymenoptera evolution,N/A,https://doi.org/10.1101/2024.07.01.601370,N/A,https://www.biorxiv.org/content/10.1101/2024.07.01.601370v2
Regulatory genome annotation of 33 insect species,N/A,https://doi.org/10.1101/2024.01.23.576926,N/A,https://www.biorxiv.org/content/10.1101/2024.01.23.576926v2
Current genomic deep learning models display decreased performance in cell type specific accessible regions,N/A,https://doi.org/10.1101/2024.07.05.602265,N/A,https://www.biorxiv.org/content/10.1101/2024.07.05.602265v1
Draft genome of Palmaria palmata and intraspecific genetic variations in the North-East Atlantic,N/A,https://doi.org/10.1101/2024.07.05.602248,N/A,https://www.biorxiv.org/content/10.1101/2024.07.05.602248v1
Haplotype-aware multiomics unveils the regulatory basis of haplodiplontic life-cycle differentiation in a cosmopolitan marine alga,N/A,https://doi.org/10.1101/2024.05.26.595999,N/A,https://www.biorxiv.org/content/10.1101/2024.05.26.595999v2
Contextualising samples: Supporting reference genomes of European biodiversity through sample and associated metadata collection,N/A,https://doi.org/10.1101/2023.06.28.546652,N/A,https://www.biorxiv.org/content/10.1101/2023.06.28.546652v4
HyperCas12a enables highly-multiplexed epigenome editing screens,N/A,https://doi.org/10.1101/2024.07.08.602263,N/A,https://www.biorxiv.org/content/10.1101/2024.07.08.602263v1
Short-Term Warming Induces Cyanobacterial Blooms and Antibiotic Resistance in a Freshwater Lake as Revealed by Metagenomics Analysis,N/A,https://doi.org/10.1101/2024.07.08.602497,N/A,https://www.biorxiv.org/content/10.1101/2024.07.08.602497v1
Multilevel gene expression changes in lineages containing adaptive copy number variants,N/A,https://doi.org/10.1101/2023.10.20.563336,N/A,https://www.biorxiv.org/content/10.1101/2023.10.20.563336v2
Repeated horizontal acquisition of lagriamide-producing symbionts in Lagriinae beetles,N/A,https://doi.org/10.1101/2024.01.23.576914,N/A,https://www.biorxiv.org/content/10.1101/2024.01.23.576914v2
Effect of a LINE1 DNA sequence on expression of long human genes,N/A,https://doi.org/10.1101/2023.11.21.568109,N/A,https://www.biorxiv.org/content/10.1101/2023.11.21.568109v2
Comparative vitreous proteomic profiling of proliferative diabetic retinopathy and diabetic with no-retinopathy subjects implicates impaired autophagy in DR pathogenesis,N/A,https://doi.org/10.1101/2024.07.08.601678,N/A,https://www.biorxiv.org/content/10.1101/2024.07.08.601678v1
Interpretable variational encoding of genotypes identifies comprehensive clonality and lineages in single cells geometrically,N/A,https://doi.org/10.1101/2024.07.04.602109,N/A,https://www.biorxiv.org/content/10.1101/2024.07.04.602109v1
Loss of conserved noncoding elements likely shaped the evolution of regressed phenotypes in cavefish,N/A,https://doi.org/10.1101/2024.07.05.596787,N/A,https://www.biorxiv.org/content/10.1101/2024.07.05.596787v1
Whole-genome phylogenomics of the tinamous (Aves: Tinamidae): comparing gene tree estimation error between BUSCOs and UCEs illuminates rapid divergence with introgression,N/A,https://doi.org/10.1101/2024.01.22.576737,N/A,https://www.biorxiv.org/content/10.1101/2024.01.22.576737v2
Transposable element expression with variation in sex chromosome number: insights into a toxic Y effect on human longevity,N/A,https://doi.org/10.1101/2023.08.03.550779,N/A,https://www.biorxiv.org/content/10.1101/2023.08.03.550779v8
Near-complete telomere-to-telomere de novo genome assemblies of Egyptian clover (Trifolium alexandrinum),N/A,https://doi.org/10.1101/2024.07.04.602140,N/A,https://www.biorxiv.org/content/10.1101/2024.07.04.602140v1
Draft genomes of a male and female Australian jacky dragon (Amphibolurus muricatus),N/A,https://doi.org/10.1101/2021.10.11.463868,N/A,https://www.biorxiv.org/content/10.1101/2021.10.11.463868v3
Repeat-rich regions cause false positive detection of NUMTs: a case study in amphibians using an improved cane toad reference genome,N/A,https://doi.org/10.1101/2024.07.04.601973,N/A,https://www.biorxiv.org/content/10.1101/2024.07.04.601973v1
Evolutionary new centromeres in the snowy owl genome putatively seeded from a transposable element,N/A,https://doi.org/10.1101/2024.07.05.602039,N/A,https://www.biorxiv.org/content/10.1101/2024.07.05.602039v1
Identification of Novel Endogenous Retroviruses in Anura,N/A,https://doi.org/10.1101/2024.07.05.601823,N/A,https://www.biorxiv.org/content/10.1101/2024.07.05.601823v1
Dokdo sea lion Zalophus japonicus genome reveals its evolutionary trajectory before extinction,N/A,https://doi.org/10.1101/2024.07.04.602024,N/A,https://www.biorxiv.org/content/10.1101/2024.07.04.602024v1
Stochastic Modeling of Biophysical Responses to Perturbation,N/A,https://doi.org/10.1101/2024.07.04.602131,N/A,https://www.biorxiv.org/content/10.1101/2024.07.04.602131v1
Nanotiming: telomere-to-telomere DNA replication timing profiling by nanopore sequencing,N/A,https://doi.org/10.1101/2024.07.05.602252,N/A,https://www.biorxiv.org/content/10.1101/2024.07.05.602252v1
"Pan-cancer subclonal mutation analysis of 7,827 tumors predicts clinical outcome",N/A,https://doi.org/10.1101/2024.07.03.601939,N/A,https://www.biorxiv.org/content/10.1101/2024.07.03.601939v1
Deciphering the cis-regulatory landscape of natural yeast Transcript Leaders,N/A,https://doi.org/10.1101/2024.07.03.601937,N/A,https://www.biorxiv.org/content/10.1101/2024.07.03.601937v1
High-Resolution Multimodal Profiling of Human Epileptic Brain Activity via Explanted Depth Electrodes,N/A,https://doi.org/10.1101/2024.07.03.601925,N/A,https://www.biorxiv.org/content/10.1101/2024.07.03.601925v1
On the enigmatic null effect of global methylation perturbation,N/A,https://doi.org/10.1101/2024.07.03.601377,N/A,https://www.biorxiv.org/content/10.1101/2024.07.03.601377v1
The APOE isoforms differentially shape the transcriptomic and epigenomic landscapes of human microglia in a xenotransplantation model of Alzheimer’s disease,N/A,https://doi.org/10.1101/2024.07.03.601874,N/A,https://www.biorxiv.org/content/10.1101/2024.07.03.601874v1
From Acute to Persistent Infection: Revealing Phylogenomic Variations in Salmonella Agona,N/A,https://doi.org/10.1101/2024.07.03.601855,N/A,https://www.biorxiv.org/content/10.1101/2024.07.03.601855v1
Methods for constructing and evaluating consensus genomic interval sets,N/A,https://doi.org/10.1101/2023.08.03.551899,N/A,https://www.biorxiv.org/content/10.1101/2023.08.03.551899v2
Mitochondrial genomes of three Melampus species (Ellobiidae; Gastropoda) and a proposed mitochondrial control region for Euthyneura,N/A,https://doi.org/10.1101/2024.07.03.601860,N/A,https://www.biorxiv.org/content/10.1101/2024.07.03.601860v1
Unique territorial and compartmental organization of chromosomes in the holocentric silkmoth,N/A,https://doi.org/10.1101/2023.09.14.557757,N/A,https://www.biorxiv.org/content/10.1101/2023.09.14.557757v2
A chromosome-level genome assembly of Dracaena cambodiana and comparative genomics analysis highlights the distinct biological features of two resource species of dragon’s blood,N/A,https://doi.org/10.1101/2024.07.03.601834,N/A,https://www.biorxiv.org/content/10.1101/2024.07.03.601834v1
Full-length RNA transcript sequencing traces brain isoform diversity in house mouse natural populations,N/A,https://doi.org/10.1101/2024.01.03.573993,N/A,https://www.biorxiv.org/content/10.1101/2024.01.03.573993v3
Hidden origami in Trypanosoma cruzi nuclei highlights its nonrandom 3D genomic organization,N/A,https://doi.org/10.1101/2024.07.01.601582,N/A,https://www.biorxiv.org/content/10.1101/2024.07.01.601582v1
Genetic association data are broadly consistent with stabilizing selection shaping human common diseases and traits,N/A,https://doi.org/10.1101/2024.06.19.599789,N/A,https://www.biorxiv.org/content/10.1101/2024.06.19.599789v2
T7 DNA polymerase treatment improves quantitative sequencing of both double-stranded and single-stranded DNA viruses,N/A,https://doi.org/10.1101/2022.12.12.520144,N/A,https://www.biorxiv.org/content/10.1101/2022.12.12.520144v5
Transcriptome-wide characterization of genetic perturbations,N/A,https://doi.org/10.1101/2024.07.03.601903,N/A,https://www.biorxiv.org/content/10.1101/2024.07.03.601903v1
A High-quality Oxford Nanopore Assembly of the Hourglass Dolphin (Lagenorhynchus cruciger) Genome,N/A,https://doi.org/10.1101/2024.05.30.596754,N/A,https://www.biorxiv.org/content/10.1101/2024.05.30.596754v3
Gene body DNA hydroxymethylation restricts the magnitude of transcriptional changes during aging,N/A,https://doi.org/10.1101/2023.02.15.528714,N/A,https://www.biorxiv.org/content/10.1101/2023.02.15.528714v2
Upregulation of a nonsense mediated decay (NMD) insensitive CFTR mRNA isoform has therapeutic potential for the treatment of 3’ CFTR PTC variants,N/A,https://doi.org/10.1101/2024.07.01.601512,N/A,https://www.biorxiv.org/content/10.1101/2024.07.01.601512v1
